movie_id,title,budget,revenue,release_date,runtime,original_language,genres,number_characters,below18,above60,male_ratio,average_actor_exp,multiplier,year,year_group,category
951491.0,Saw X,13000000.0,100900000.0,2023-09-26,118.0,en,"['Horror', 'Thriller']",7.0,0.0,0.14285714285714285,0.5714285714285714,5.857142857142857,7.7615384615384615,2023,2020,low
678512.0,Sound of Freedom,14500000.0,247800000.0,2023-07-03,131.0,en,"['Action', 'Drama']",7.0,0.0,0.14285714285714285,0.8571428571428571,7.285714285714286,17.089655172413792,2023,2020,low
820525.0,After Everything,14000000.0,9700000.0,2023-09-13,93.0,en,"['Romance', 'Drama']",10.0,0.0,0.0,0.5,3.2,0.6928571428571428,2023,2020,low
1008042.0,Talk to Me,4500000.0,90600000.0,2023-07-26,95.0,en,"['Horror', 'Thriller']",8.0,0.125,0.125,0.5,1.25,20.133333333333333,2023,2020,low
1058694.0,Radical,10000000.0,16100000.0,2023-10-19,127.0,en,['Drama'],1.0,0.0,1.0,1.0,9.0,1.61,2023,2020,low
840326.0,Sisu,6200000.0,13009289.0,2023-01-27,91.0,fi,"['Action', 'War']",3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0982724193548385,2023,2020,low
536554.0,M3GAN,12000000.0,179960167.0,2022-12-28,102.0,en,"['Science Fiction', 'Horror']",3.0,0.3333333333333333,0.0,0.0,1.0,14.996680583333333,2022,2020,low
744276.0,After Ever Happy,14000000.0,19200000.0,2022-08-24,95.0,en,"['Romance', 'Drama']",9.0,0.0,0.0,0.4444444444444444,2.7777777777777777,1.3714285714285714,2022,2020,low
613504.0,After We Collided,14000000.0,48000000.0,2020-09-02,105.0,en,"['Romance', 'Drama']",10.0,0.0,0.0,0.4,1.6,3.4285714285714284,2020,2020,low
760104.0,X,10000000.0,14779858.0,2022-03-17,106.0,en,"['Horror', 'Thriller', 'Mystery']",8.0,0.0,0.125,0.5,4.5,1.4779858,2022,2020,low
663712.0,Terrifier 2,250000.0,15100000.0,2022-10-06,138.0,en,"['Horror', 'Thriller']",5.0,0.0,0.0,0.2,1.2,60.4,2022,2020,low
785084.0,The Whale,3000000.0,55101305.0,2022-12-09,117.0,en,['Drama'],5.0,0.0,0.0,0.4,5.8,18.367101666666667,2022,2020,low
776503.0,CODA,10000000.0,1600000.0,2021-08-11,112.0,en,"['Drama', 'Music', 'Romance']",4.0,0.0,0.0,0.5,3.5,0.16,2021,2020,low
980078.0,Winnie the Pooh: Blood and Honey,100000.0,5200000.0,2023-01-27,84.0,en,"['Horror', 'Thriller']",1.0,0.0,0.0,0.0,0.0,52.0,2023,2020,low
717728.0,Jeepers Creepers: Reborn,5000000.0,6175213.0,2022-09-15,88.0,en,"['Horror', 'Thriller', 'Mystery']",3.0,0.0,0.6666666666666666,0.3333333333333333,3.0,1.2350426,2022,2020,low
667216.0,Infinity Pool,4500000.0,5078400.0,2023-01-27,118.0,en,"['Horror', 'Science Fiction', 'Thriller']",4.0,0.0,0.25,0.5,7.25,1.1285333333333334,2023,2020,low
589754.0,The Last Warrior: Root of Evil,8400000.0,27658331.0,2021-01-01,120.0,ru,"['Fantasy', 'Adventure', 'Comedy']",2.0,0.0,0.0,0.5,1.5,3.2926584523809526,2021,2020,low
947507.0,Just Super,3800000.0,2013434.0,2022-09-30,76.0,no,"['Animation', 'Family', 'Fantasy']",2.0,0.0,0.0,0.5,1.0,0.529851052631579,2022,2020,low
600354.0,The Father,6000000.0,21029340.0,2020-12-23,96.0,en,['Drama'],5.0,0.0,0.2,0.6,9.2,3.50489,2020,2020,low
768362.0,Missing,7000000.0,45100756.0,2023-01-19,111.0,en,"['Thriller', 'Mystery']",10.0,0.0,0.1,0.4,3.4,6.442965142857143,2023,2020,low
915935.0,Anatomy of a Fall,6200000.0,16600000.0,2023-08-23,152.0,fr,"['Drama', 'Crime', 'Mystery']",3.0,0.0,0.0,0.3333333333333333,1.0,2.6774193548387095,2023,2020,low
1008392.0,The Blackening,5000000.0,16000000.0,2023-06-15,97.0,en,"['Horror', 'Comedy']",2.0,0.0,0.0,1.0,6.0,3.2,2023,2020,low
913290.0,Barbarian,4500000.0,45352337.0,2022-09-08,103.0,en,"['Horror', 'Mystery', 'Thriller']",7.0,0.0,0.0,0.42857142857142855,8.857142857142858,10.07829711111111,2022,2020,low
589761.0,Chernobyl: Abyss,9100000.0,6459306.0,2021-04-15,136.0,ru,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",1.0,0.0,0.0,0.0,2.0,0.7098138461538461,2021,2020,low
614696.0,#Alive,6300000.0,13416285.0,2020-06-24,98.0,ko,"['Horror', 'Action', 'Adventure', 'Thriller']",5.0,0.0,0.0,0.6,0.2,2.1295690476190474,2020,2020,low
632357.0,The Unholy,10000000.0,30800000.0,2021-03-31,99.0,en,"['Horror', 'Mystery']",5.0,0.0,0.2,0.6,8.8,3.08,2021,2020,low
1016084.0,BlackBerry,5000000.0,2600000.0,2023-02-13,119.0,en,"['Comedy', 'Drama', 'History']",5.0,0.0,0.6,1.0,9.6,0.52,2023,2020,low
514207.0,Invasion,8819200.0,32104054.0,2020-01-01,129.0,ru,"['Science Fiction', 'Drama', 'Action']",2.0,0.0,0.0,1.0,1.5,3.6402456005079826,2020,2020,low
621587.0,Next Goal Wins,14000000.0,2500000.0,2023-11-16,104.0,en,"['Comedy', 'Drama']",9.0,0.0,0.0,0.6666666666666666,7.888888888888889,0.17857142857142858,2023,2020,low
570670.0,The Invisible Man,7000000.0,144500000.0,2020-02-26,124.0,en,"['Thriller', 'Science Fiction', 'Horror']",4.0,0.25,0.0,0.5,5.0,20.642857142857142,2020,2020,low
807356.0,Watcher,5000000.0,2543216.0,2022-06-03,96.0,en,"['Horror', 'Mystery', 'Thriller']",3.0,0.0,0.0,0.6666666666666666,5.666666666666667,0.5086432,2022,2020,low
546121.0,Run,1700000.0,5184368.0,2020-11-20,90.0,en,"['Thriller', 'Horror', 'Drama']",4.0,0.0,0.0,0.75,5.25,3.0496282352941178,2020,2020,low
656663.0,Jackass Forever,10000000.0,80340218.0,2022-02-01,96.0,en,"['Comedy', 'Documentary']",6.0,0.0,0.0,0.8333333333333334,4.5,8.0340218,2022,2020,low
660120.0,The Worst Person in the World,5000000.0,11800000.0,2021-10-13,128.0,no,"['Drama', 'Comedy', 'Romance']",1.0,0.0,0.0,1.0,0.0,2.36,2021,2020,low
585244.0,I Still Believe,12000000.0,16069730.0,2020-03-12,115.0,en,"['Music', 'Drama', 'Romance']",5.0,0.0,0.2,0.4,5.6,1.3391441666666666,2020,2020,low
760099.0,Living,10000000.0,6999027.0,2022-11-04,102.0,en,['Drama'],5.0,0.0,0.2,0.4,3.8,0.6999027,2022,2020,low
615643.0,Minari,2000000.0,12886100.0,2021-02-12,115.0,en,['Drama'],3.0,0.0,0.3333333333333333,1.0,6.0,6.44305,2021,2020,low
811631.0,Infinite Storm,4749917.0,1564696.0,2022-03-25,97.0,en,"['Thriller', 'Adventure', 'Drama']",2.0,0.0,0.0,0.5,11.5,0.3294154403119044,2022,2020,low
551804.0,Freaky,5000000.0,15104310.0,2020-11-12,102.0,en,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",6.0,0.0,0.16666666666666666,0.5,5.666666666666667,3.020862,2020,2020,low
581734.0,Nomadland,5000000.0,14784114.0,2021-01-29,108.0,en,['Drama'],2.0,0.0,1.0,0.5,15.0,2.9568228,2021,2020,low
581526.0,Deliver Us from Evil,12000000.0,34662454.0,2020-08-05,108.0,ko,"['Crime', 'Action', 'Drama']",4.0,0.0,0.0,1.0,1.5,2.8885378333333334,2020,2020,low
986054.0,Theater Camp,5000000.0,4200000.0,2023-07-13,93.0,en,['Comedy'],6.0,0.16666666666666666,0.3333333333333333,0.5,4.166666666666667,0.84,2023,2020,low
555974.0,Brahms: The Boy II,10000000.0,20311536.0,2020-02-20,86.0,en,"['Horror', 'Mystery', 'Thriller']",2.0,0.0,0.0,0.5,12.0,2.0311536,2020,2020,low
892515.0,Masquerade,14000000.0,6667598.0,2022-11-01,142.0,fr,"['Drama', 'Comedy', 'Romance', 'Crime']",5.0,0.0,0.6,0.4,0.8,0.476257,2022,2020,low
623135.0,Sinkhole,11400000.0,17970000.0,2021-08-11,113.0,ko,"['Comedy', 'Drama', 'Action', 'Adventure']",6.0,0.0,0.16666666666666666,0.8333333333333334,0.6666666666666666,1.5763157894736841,2021,2020,low
542224.0,Gretel & Hansel,5000000.0,22304357.0,2020-01-30,87.0,en,"['Fantasy', 'Horror', 'Mystery']",3.0,0.0,0.3333333333333333,0.0,3.0,4.4608714,2020,2020,low
532710.0,Firestarter,12000000.0,15039250.0,2022-05-12,94.0,en,"['Science Fiction', 'Thriller', 'Horror']",3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,11.333333333333334,1.2532708333333333,2022,2020,low
