filmLabel,cost,boxOffice,currencyCode,wikiPageID,costBoxOfficeMultiplier
A Wolf at the Door,244483.8335065094,90955.3205794267,USD,61610236,0.37203
A Woman's Face,1343000.0,1907000.0,USD,11635934,1.4199553239017126
A normal world,2887082.976903336,61737.59623609923,USD,-1,0.021384074074074073
A.I. Artificial Intelligence,100000000.0,235926552.0,USD,142224,2.35926552
Abduction,40000000.0,28087155.0,USD,1304,0.702178875
About Last Night,12500000.0,48637684.0,USD,10986147,3.89101472
About Love 2,868979.6007038736,7405.281223523278,USD,-1,0.0085218125
About Time,12000000.0,122000000.0,USD,5312587,10.166666666666666
Absolute Power,50000000.0,50068310.0,USD,3184159,1.0013662
Action in the North Atlantic,2231000.0,3460000.0,USD,11120431,1.5508740475123264
Ad Astra,90000000.0,127461872.0,USD,6909754,1.4162430222222222
Adaptation,19000000.0,32801173.0,USD,942048,1.7263775263157894
Addams Family Values,47000000.0,110900000.0,USD,876872,2.3595744680851065
Adú,5346449.9572284,6812922.369546621,USD,64429593,1.2742890000000002
Aftershock,25000000.0,108000000.0,USD,233529,4.32
Aftersun,1128418.9868759965,10127425.487550594,USD,70850736,8.974880434782609
Agnus Dei,6400000.0,7400301.0,USD,39446,1.15629703125
Ain't Them Bodies Saints,4000000.0,1000000.0,USD,39348413,0.25
Air Force One,85000000.0,315156409.0,USD,148475,3.7077224588235294
Airplane!,3500000.0,83453539.0,USD,46505,23.843868285714287
Airport,10000000.0,128400000.0,USD,37575,12.84
Airport '77,6000000.0,91000000.0,USD,1076567,15.166666666666666
Airport 1975,3000000.0,103000000.0,USD,2159529,34.333333333333336
Aladdin,183000000.0,1050693953.0,USD,166604,5.741497010928962
Alexander,155000000.0,167298192.0,USD,1601,1.0793431741935484
Alfie,500000.0,18871300.0,USD,1656041,37.7426
Algiers,691833.0,951801.0,USD,1644,1.375766984228853
Alice and Martin,9773310.521813516,3213531.864841745,USD,12619795,0.3288068927789934
Alice in Wonderland,500000.0,90000000.0,USD,29193116,180.0
Alien,11000000.0,106285522.0,USD,579,9.662320181818181
Alien 3,50000000.0,159814498.0,USD,213251,3.19628996
Alien Nation,16000000.0,32155047.0,USD,44588138,2.0096904375
Alien Resurrection,75000000.0,161376069.0,USD,213246,2.15168092
Alien vs. Predator,60000000.0,172544654.0,USD,511332,2.875744233333333
Aliens,18500000.0,131060248.0,USD,2523,7.08433772972973
Aliens vs. Predator: Requiem,40000000.0,128884494.0,USD,5439220,3.22211235
All About Eve,1400000.0,8489279.0,USD,41881,6.063770714285714
All That Jazz,12000000.0,37823676.0,USD,6887023,3.151973
All Through the Night,643000.0,1968000.0,USD,3286227,3.0606531881804044
All at Once,750000.0,3442454.0,USD,40370414,4.589938666666667
All the Money in the World,50000000.0,53913707.0,USD,54304547,1.07827414
Allied,85000000.0,109070000.0,USD,159751,1.2831764705882354
Alligator,1750000.0,6459000.0,USD,267370,3.690857142857143
"Aloha, Bobby and Rose",600000.0,35000000.0,USD,33770950,58.333333333333336
Alpha,51000000.0,98203196.0,USD,929,1.925552862745098
Alpha and Omega,20000000.0,53507267.0,USD,1271408,2.67536335
Amadeus,18000000.0,90000000.0,USD,55299122,5.0
American Gigolo,4800000.0,22000000.0,USD,667194,4.583333333333333
American Hustle,40000000.0,251000000.0,USD,38888211,6.275
American Me,16000000.0,13000000.0,USD,4362641,0.8125
American Pie 2,30000000.0,287553595.0,USD,241471,9.585119833333334
American Psycho,8000000.0,34266564.0,USD,163629,4.2833205
American Sniper,58800000.0,547426372.0,USD,39462431,9.30997231292517
American Wedding,55000000.0,231449203.0,USD,241482,4.208167327272728
Amistad,36000000.0,44200000.0,USD,2757737,1.2277777777777779
Amour,8900000.0,29900000.0,USD,2709961,3.359550561797753
Amy,3100000.0,25000000.0,USD,260816,8.064516129032258
Amélie,10000000.0,174118254.0,USD,44302,17.4118254
Ana y Bruno,5350000.0,976967.0,USD,59577060,0.1826106542056075
Analyze That,60000000.0,55003135.0,USD,2513894,0.9167189166666667
Analyze This,80000000.0,176880000.0,USD,945029,2.211
Anatomy of a Murder,2000000.0,8000000.0,USD,92684,4.0
Anchor Baby,37078.340477299585,22247.004286379753,USD,31079505,0.6000000000000001
And Here's What's Happening to Me,300000.0,14000.0,USD,63449447,0.04666666666666667
And Then There Were None,1000000.0,1000000.0,USD,18949410,1.0
Angel Has Fallen,40000000.0,147501990.0,USD,52107885,3.68754975
Angel Heart,18000000.0,17185632.0,USD,673682,0.9547573333333333
Angel-A,1283147.9897348161,17429426.860564586,USD,3452126,13.583333333333334
Angels & Demons,150000000.0,485930816.0,USD,577390,3.2395387733333334
Anger Management,75000000.0,195745823.0,USD,36360151,2.6099443066666668
Animal House,3000000.0,142000000.0,USD,75261,47.333333333333336
Ankhon Dekhi,570424.6240901727,133299.22794528247,USD,41738918,0.2336842105263158
Anna,30000000.0,7556511.0,USD,41907407,0.2518837
Anna Christie,376000.0,1013000.0,USD,175032,2.6941489361702127
Anna and the King,92000000.0,113996937.0,USD,473253,1.239097141304348
Annabelle,6500000.0,256873813.0,USD,7147189,39.51904815384616
Annabelle: Creation,15000000.0,306515884.0,USD,49903887,20.434392266666666
Annie,65000000.0,133821816.0,USD,1823307,2.058797169230769
Annie Hall,4000000.0,38300000.0,USD,66870,9.575
Annihilation,40000000.0,43070915.0,USD,346133,1.076772875
Another 48 Hrs.,38000000.0,153518974.0,USD,1056023,4.039973
Ant-Man,130000000.0,519311965.0,USD,1510042,3.9947074230769233
Ant-Man and the Wasp,162000000.0,622674139.0,USD,48122556,3.843667524691358
Ant-Man and the Wasp: Quantumania,200000000.0,476069301.0,USD,62221565,2.380346505
Any Given Sunday,55000000.0,100000000.0,USD,222500,1.8181818181818181
Anything Else,18000000.0,13500000.0,USD,473286,0.75
Apache,1240000.0,10000000.0,USD,358584,8.064516129032258
Apocalypse Now,31500000.0,92158064.0,USD,18951054,2.9256528253968255
Apocalypto,40000000.0,120673227.0,USD,2308701,3.016830675
Apollo 13,62000000.0,355237933.0,USD,1770,5.729644080645161
Apollo 18,5000000.0,25500000.0,USD,412940,5.1
Appaloosa,20000000.0,27700000.0,USD,81740,1.385
Appointment with Death,6000000.0,960040.0,USD,2201832,0.16000666666666666
Approaching the Unknown,1300000.0,10232.0,USD,50376137,0.007870769230769232
Aquaman,213857998.289136,1228109915.5260906,USD,304665,5.742641965000001
Arab Blues,2138579.9828913603,3387819.717707442,USD,61530559,1.5841444999999998
Arabesque,4800000.0,5000000.0,USD,36915,1.0416666666666667
Arabian Nights,904765.0,3453416.0,USD,43080,3.8169204157985774
Arachnophobia,22000000.0,53208180.0,USD,1386,2.418553636363636
Arctic,2000000.0,4165776.0,USD,36971,2.082888
Argo,44500000.0,232300000.0,USD,80988,5.2202247191011235
Armageddon,140000000.0,553709788.0,USD,3058,3.955069914285714
Army of Darkness,11000000.0,21502976.0,USD,3217,1.954816
Around the World in 80 Days,6000000.0,42000000.0,USD,711491,7.0
Arrhythmia,586561.2304751147,720563.5767200366,USD,26254474,1.2284541481481481
Arrival,47000000.0,203388186.0,USD,1558839,4.327408212765958
Arsenic and Old Lace,1164000.0,4784000.0,USD,1484143,4.109965635738831
As Good as It Gets,50000000.0,314000000.0,USD,142447,6.28
Asiris Nuna,3500000.0,138490.0,USD,26269992,0.039568571428571425
Assassin's Creed,125000000.0,240697856.0,USD,23903477,1.925582848
Asterix at the Olympic Games,83404619.33276305,142062380.23952097,USD,1161712,1.7032915128205128
Atanarjuat: The Fast Runner,1419878.2961460445,3770125.325992466,USD,1218494,2.6552454081632657
Atlantic City,7200000.0,12729675.0,USD,22065692,1.7680104166666666
Atlas Shrugged: Part I,20000000.0,4627375.0,USD,9034057,0.23136875
Atomic Blonde,30000000.0,100014025.0,USD,48251416,3.3338008333333335
Attack,820000.0,2000000.0,USD,642233,2.4390243902439024
Attraction,4127653.1033433992,10862245.008798419,USD,521430,2.631578947368421
August Rus,30000000.0,66100000.0,USD,-1,2.203333333333333
August: Osage County,25000000.0,74200000.0,USD,14525943,2.968
Austin Powers in Goldmember,63000000.0,296700000.0,USD,151461,4.70952380952381
Austin Powers: International Man of Mystery,16500000.0,67711748.0,USD,151465,4.103742303030303
Austin Powers: The Spy Who Shagged Me,33000000.0,312016858.0,USD,241603,9.455056303030304
Avatar: The Way of Water,250000000.0,2176229105.0,USD,25813358,8.70491642
Avengers: Age of Ultron,250000000.0,1402805868.0,USD,36484254,5.611223472
Avengers: Endgame,356000000.0,2797501328.0,USD,44254295,7.858149797752809
Avengers: Infinity War,400000000.0,2048359754.0,USD,44240443,5.120899385
Awakenings,31000000.0,52096475.0,USD,129602,1.6805314516129033
Baby Driver,34000000.0,226945087.0,USD,45051683,6.6748555
Baby Genius,12000000.0,36450736.0,USD,71671845,3.037561333333333
Babylon,80000000.0,28551455.0,USD,20609622,0.3568931875
Babysitting,3635585.970915312,21706586.826347306,USD,1184289,5.970588235294119
Back to the Future,19000000.0,383336762.0,USD,42993,20.17561905263158
Bad Boys,19000000.0,141407024.0,USD,293514,7.442474947368421
Bad Boys II,130000000.0,273339556.0,USD,1037237,2.1026119692307694
Bad Boys for Life,90000000.0,419074646.0,USD,58635027,4.656384955555556
Bad Lieutenant: Port of Call New Orleans,25000000.0,10606422.0,USD,18634533,0.42425688
Bad Luck Banging or Loony Porn,994439.6920444825,487264.7562018819,USD,66716009,0.4899892473118279
Bad Moms,20000000.0,183936074.0,USD,46652225,9.1968037
Bad Santa,23000000.0,76488889.0,USD,320496,3.3256038695652173
Bad Teacher,20000000.0,216200000.0,USD,28174450,10.81
Bandidas,35000000.0,18087464.0,USD,2979277,0.5167846857142857
Barbershop,12000000.0,77063924.0,USD,87714,6.421993666666666
Barbie,145000000.0,1345183126.0,USD,164328,9.277125006896553
Barmen,651734.7005279051,15912.754448089332,USD,1162439,0.024416
Barnacle Bill,659000.0,950000.0,USD,8787935,1.4415781487101669
Barry Lyndon,11000000.0,20000000.0,USD,4227,1.8181818181818181
Basic,50000000.0,42000000.0,USD,48100,0.84
Basic Instinct,49000000.0,352900000.0,USD,481649,7.202040816326531
Batman & Robin,125000000.0,238235719.0,USD,8823746,1.905885752
Batman Begins,150000000.0,373672993.0,USD,481605,2.4911532866666666
Batman Forever,100000000.0,336567158.0,USD,4730,3.36567158
Batman Returns,80000000.0,266915287.0,USD,4728,3.3364410875
Battalion,10000000.0,8903193.0,USD,145416,0.8903193
Battle Royale,4500000.0,958989.0,USD,6867130,0.21310866666666667
Battle for Sevastopol,5000000.0,8000000.0,USD,44490935,1.6
Battle for the Planet of the Apes,1700000.0,8844595.0,USD,709860,5.2027029411764705
Battle of Blood Island,51579.31,28828.12,USD,26286855,0.5589086011425899
Battle of Britain,14000000.0,13000000.0,USD,57974,0.9285714285714286
Battle of the Sexes,25000000.0,18400000.0,USD,3151990,0.736
Battle: Los Angeles,70000000.0,211800000.0,USD,23710393,3.025714285714286
Battleship,209000000.0,303025485.0,USD,4054,1.4498827033492823
Beastly,17000000.0,38000000.0,USD,5629681,2.235294117647059
Bedazzled,48000000.0,90383208.0,USD,685658,1.8829835
Beethoven,18000000.0,147214049.0,USD,2920107,8.178558277777778
Before Midnight,3000000.0,23245195.0,USD,36929245,7.748398333333333
Before Sunrise,2500000.0,5987386.0,USD,805053,2.3949544
Before Sunset,2700000.0,15936507.0,USD,805120,5.90241
Begin Again,8000000.0,63500000.0,USD,16748267,7.9375
Behind Enemy Lines,40000000.0,91700000.0,USD,2077577,2.2925
Behind the Candelabra,22800000.0,13400000.0,USD,34044756,0.5877192982456141
Behind the Green Door,60000.0,50000000.0,USD,382510,833.3333333333334
Below,40000000.0,2622015.0,USD,965491,0.065550375
Ben-Hur,15000000.0,164000000.0,USD,42226,10.933333333333334
Bend It Like Beckham,4415552.557340856,93953146.0811971,USD,249876,21.27777777777778
Beneath the Planet of the Apes,2500000.0,18999718.0,USD,152058,7.5998872
Better Days,12000000.0,223924428.0,USD,7124778,18.660369
Better Off Dead,3500000.0,10300000.0,USD,10359474,2.942857142857143
Between Us,1076712.9653241755,132391.03948136437,USD,22744551,0.12295852631578948
Beverly Hills Cop,14000000.0,316360478.0,USD,680398,22.597177
Beverly Hills Cop II,20000000.0,299965036.0,USD,807842,14.9982518
Beverly Hills Cop III,50000000.0,119208989.0,USD,1138104,2.38417978
Bicentennial Man,100000000.0,87400000.0,USD,482134,0.874
Bienvenue chez les Ch'tis,11762189.90590248,261976047.9041916,USD,57044045,22.272727272727273
Big,18000000.0,151927281.0,USD,4844989,8.4404045
Big Eyes,10000000.0,29300000.0,USD,38997095,2.93
Big Fat Liar,15000000.0,52970014.0,USD,408849,3.5313342666666667
Big Fish,70000000.0,123000000.0,USD,431014,1.7571428571428571
Big Momma's House,30000000.0,173959438.0,USD,40594612,5.798647933333333
Big Stan,10000000.0,8742330.0,USD,4753099,0.874233
Big Trouble in Little China,25000000.0,11100000.0,USD,697113,0.444
Bill & Ted's Bogus Journey,20000000.0,38037513.0,USD,254269,1.90187565
Bill & Ted's Excellent Adventure,10000000.0,40485039.0,USD,23808966,4.0485039
Billu,4590000.0,6380000.0,USD,67608638,1.3899782135076253
Bio-Dome,8500000.0,13400000.0,USD,2198940,1.576470588235294
Birdman,18000000.0,103215094.0,USD,1587490,5.734171888888889
Birds of Prey,84500000.0,205372791.0,USD,2512085,2.430447230769231
Black Adam,260000000.0,392952111.0,USD,676516,1.5113542730769232
Black Book,21000000.0,26768563.0,USD,1555455,1.2746934761904762
Black Hawk Down,92000000.0,172989651.0,USD,11184521,1.8803222934782609
Black Hunters,5000000.0,8228500.0,USD,42645907,1.6457
Black Journal,2000000.0,480000000.0,USD,36298431,240.0
Black Lightning,15000000.0,21500000.0,USD,853131,1.4333333333333333
Black Mass,53000000.0,99775678.0,USD,248567,1.882559962264151
Black Panther,200000000.0,1347597973.0,USD,502237,6.737989865
Black Panther: Wakanda Forever,250000000.0,859208836.0,USD,57234452,3.436835344
Black Rain,30000000.0,134212055.0,USD,412188,4.473735166666667
Black Sea,9812339.016313013,4992995.216484729,USD,3386,0.508848625
Black Sunday,8000000.0,15769322.0,USD,21015556,1.97116525
Black Swan,13000000.0,329398046.0,USD,42783050,25.338311230769232
Black Widow,200000000.0,379751655.0,USD,45415484,1.898758275
Blade,45000000.0,131211377.0,USD,315320,2.9158083777777777
Blade II,54000000.0,155010032.0,USD,479757,2.870556148148148
Blade Runner,28000000.0,41722424.0,USD,3746,1.4900865714285714
Blade Runner 2049,150000000.0,259239658.0,USD,39830741,1.7282643866666667
Blade: Trinity,65000000.0,131977904.0,USD,1129583,2.030429292307692
Blair Witch,5000000.0,45172994.0,USD,46903563,9.0345988
Blanca Madison,180000000.0,7994.8,USD,-1,4.441555555555556e-05
Blindness,25000000.0,19800000.0,USD,3433,0.792
Block 18,1100000.0,320395.0,USD,-1,0.2912681818181818
Blood Diamond,100000000.0,171400000.0,USD,4453691,1.714
Blood and Sand,1115200.0,2717200.0,USD,23777857,2.436513629842181
Bloodshot,45000000.0,30669219.0,USD,1259808,0.6815382
Bloodsport,2300000.0,50000000.0,USD,1184333,21.73913043478261
Blue Collar,1700000.0,6521083.0,USD,853638,3.8359311764705883
Blue Jasmine,18000000.0,97505481.0,USD,38174667,5.4169711666666664
Blue Streak,65000000.0,117758500.0,USD,10638916,1.8116692307692308
Blue Valentine,1000000.0,15440333.0,USD,27533671,15.440333
Blue Velvet,6000000.0,8663268.0,USD,22649548,1.443878
Boarding Gate,2800000.0,895000.0,USD,15668629,0.3196428571428571
Bob & Carol & Ted & Alice,2000000.0,31900000.0,USD,1365985,15.95
Bombshell,344000.0,761000.0,USD,8198474,2.2122093023255816
Bon Voyage,25235243.798118047,16039349.871685201,USD,3809557,0.6355932203389831
Boomerang,1140000.0,2250000.0,USD,4359,1.9736842105263157
Borat,2304973.62085745,33620971.80248937,USD,5574594,14.586271833333333
Born on the Fourth of July,17800000.0,161000000.0,USD,129460,9.044943820224718
Boss Level,45000000.0,2000000.0,USD,56960461,0.044444444444444446
Bottle Rocket,5000000.0,560069.0,USD,524139,0.1120138
Bottom of the Sea,200000.0,220704.0,USD,9448041,1.10352
Bounce,35000000.0,53425292.0,USD,885753,1.5264369142857144
Bound,4500000.0,3800000.0,USD,548228,0.8444444444444444
Bowfinger,55000000.0,98625775.0,USD,1409665,1.793195909090909
Brain Candy,8000000.0,8000000.0,USD,44742831,1.0
Bram Stoker's Dracula,40000000.0,215862692.0,USD,38869119,5.3965673
Braveheart,65000000.0,213200000.0,USD,4560,3.28
Brazil,15000000.0,9929135.0,USD,3383,0.6619423333333333
Breadcrumbs,58892.0,18341.39,USD,2929114,0.3114411125449976
Breakdown,36000000.0,50159144.0,USD,214268,1.3933095555555555
Breakfast at Tiffany's,2500000.0,14000000.0,USD,6961173,5.6
Brewster's Millions,20000000.0,45833132.0,USD,902267,2.2916566
Brick,475000.0,4000000.0,USD,4526,8.421052631578947
Bride of Chucky,25000000.0,50671850.0,USD,30865068,2.026874
Bride of Frankenstein,397000.0,2000000.0,USD,73375,5.037783375314861
Bridge of Spies,40000000.0,165478348.0,USD,14983506,4.1369587
Bridget Jones's Baby,35000000.0,211952420.0,USD,47438451,6.055783428571429
Bridget Jones's Diary,26000000.0,281929795.0,USD,1774803,10.843453653846154
Brigada: Naslednik,6500000.0,7852528.0,USD,-1,1.2080812307692308
Bringing Up Baby,1100000.0,1259000.0,USD,73376,1.1445454545454545
Broadcast News,20000000.0,67331309.0,USD,1292270,3.36656545
Brokeback Mountain,14000000.0,178000000.0,USD,1623960,12.714285714285714
Broken Flowers,10000000.0,47329961.0,USD,1904012,4.7329961
Bronson,230000.0,2260712.0,USD,1290043,9.829182608695652
Brother 2,1500000.0,1080000.0,USD,2498683,0.72
Bruce Almighty,81000000.0,484572835.0,USD,237303,5.982380679012346
"Buben, baraban",2000000.0,14800.0,USD,-1,0.0074
Buffy the Vampire Slayer,7000000.0,16624456.0,USD,47542,2.3749222857142858
Bug,4000000.0,8100000.0,USD,4374,2.025
Bullet Train,90000000.0,239246943.0,USD,230790,2.6582993666666668
Bullet in the Head,3500000.0,8545123.0,USD,1862671,2.4414637142857143
Bullet to the Head,55000000.0,21947209.0,USD,31106576,0.39904016363636363
Bullitt,4000000.0,42300873.0,USD,433285,10.57521825
Bulworth,30000000.0,29202884.0,USD,907949,0.9734294666666666
Burnt,20000000.0,36606743.0,USD,7885859,1.83033715
Bury Me Behind the Baseboard,1000000.0,1136883.0,USD,52576446,1.136883
Butch Cassidy and the Sundance Kid,6000000.0,102308889.0,USD,99031,17.0514815
Butch and Sundance: The Early Days,9000000.0,2260000.0,USD,10245832,0.2511111111111111
Butterfly on a Wheel,20000000.0,7650000.0,USD,4431129,0.3825
Buy me,962360.992301112,427430.496150556,USD,-1,0.44414777777777775
By the Sea,10000000.0,3300000.0,USD,48204230,0.33
"Bystree, chem kroliki",3000000.0,5000000.0,USD,-1,1.6666666666666667
C'est la vie!,17100000.0,27700000.0,USD,33022722,1.6198830409356726
CHiPs,25000000.0,25244922.0,USD,34702110,1.00979688
CODA,10000000.0,1100000.0,USD,448530,0.11
Caddie,255053.24236434355,1815341.4525282152,USD,7837,7.117500000000001
Cadillac Man,15000000.0,27627310.0,USD,7003785,1.8418206666666668
Call Me by Your Name,3500000.0,43143046.0,USD,55689346,12.32658457142857
Can't Hardly Wait,10000000.0,25605015.0,USD,475977,2.5605015
Can't Say Goodbye,641573.9948674081,85822.09153122327,USD,57912167,0.13376803333333334
Candy,3000000.0,16408286.0,USD,61230,5.4694286666666665
Candyman,25000000.0,77411570.0,USD,3006557,3.0964628
Cantinflas,3000000.0,17800000.0,USD,151514,5.933333333333334
Capitalism: A Love Story,20000000.0,17436509.0,USD,23214099,0.87182545
Capricorn One,5000000.0,12000000.0,USD,172278,2.4
Captain America: Civil War,250000000.0,1153296293.0,USD,41974496,4.613185172
Captain America: The First Avenger,140000000.0,370569774.0,USD,26999426,2.646926957142857
Captain America: The Winter Soldier,170000000.0,714421503.0,USD,36439749,4.202479429411765
Captain Horatio Hornblower R.N.,2462000.0,5333000.0,USD,48309035,2.1661251015434604
Captain Marvel,152000000.0,1128462972.0,USD,403579,7.4240985
Captain Phillips,55000000.0,218791811.0,USD,40115587,3.9780329272727273
Captains of the Clouds,1770000.0,3428000.0,USD,6693390,1.9367231638418079
Carmina and Amen,695038.494439692,1119468.5628742515,USD,70772562,1.6106569230769232
Carrie,30000000.0,84790678.0,USD,5100021,2.8263559333333332
Casino,50000000.0,116112375.0,USD,5215,2.3222475
Casino Royale,12000000.0,41744718.0,USD,163624,3.4787265
Casper,55000000.0,287928194.0,USD,1741024,5.235058072727273
Cast Away,90000000.0,429632142.0,USD,44501,4.773690466666666
Catch Me If You Can,52000000.0,352114312.0,USD,215873,6.771429076923077
Cats,95000000.0,17090175.0,USD,17861864,0.1798965789473684
Catwoman,100000000.0,82102379.0,USD,429657,0.82102379
Caveman,5000000.0,15965924.0,USD,703734,3.1931848
Celia,892686.3482752024,14879.806159535803,USD,1474667,0.01666857142857143
Central Intelligence,50000000.0,217000000.0,USD,46585079,4.34
Central Station,2900000.0,22000000.0,USD,1223492,7.586206896551724
Centurion,12000000.0,6814789.0,USD,1340305,0.5678990833333334
Cesar Chavez,10000000.0,6700000.0,USD,68319,0.67
Chain Reaction,50000000.0,60200000.0,USD,215235,1.204
Champion of the World,5974234.754839131,3411004.1276531033,USD,24466071,0.5709524763636363
Changeling,55000000.0,113398237.0,USD,396412,2.061786127272727
Chaplin,31000000.0,9500000.0,USD,5421563,0.3064516129032258
Chappie,49000000.0,102069268.0,USD,18095388,2.0830462857142855
Charade,4000000.0,13474588.0,USD,13389444,3.368647
Chariots of Fire,5500000.0,59303359.0,USD,5729,10.782428909090909
